title,Author,audio_url,Admiration,Amusement,Anger,Compassion,Contempt,Disappointment,Disgust,Fear,Guilt,Hate,Interest,Joy,Pleasure,Answer.Love,Contentment,Answer.Pride,Answer.Regret,Answer.Relief,Answer.Sadness,Answer.Shame,Approve,Reject
Sarabande,Norma Cole,https://media.poetryfoundation.org/uploads/media/default/0001/07/3e7b285c79cf0935743c6ff6d14477eb9cf2d443.mp3,0,0,1,2,3,2,2,1,1,1,0,2,0,1,1,0,1,0,4,0,,
Sarabande,Norma Cole,https://media.poetryfoundation.org/uploads/media/default/0001/07/3e7b285c79cf0935743c6ff6d14477eb9cf2d443.mp3,2,6,2,6,6,6,8,4,5,5,6,5,5,6,4,8,5,3,4,6,,
Poem of Disconnected Parts,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/38170ea9f985d05054201ca906cb6755181bd1c5.mp3,0,0,4,5,5,0,7,6,3,5,0,2,0,0,0,0,0,0,2,2,,
Poem of Disconnected Parts,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/38170ea9f985d05054201ca906cb6755181bd1c5.mp3,0,0,4,0,5,7,5,4,0,0,4,5,0,0,0,0,4,0,3,5,,
Poem of Disconnected Parts,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/38170ea9f985d05054201ca906cb6755181bd1c5.mp3,3,0,1,5,0,0,2,0,0,0,1,5,0,0,0,5,0,0,5,0,,
Poem of Disconnected Parts,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/38170ea9f985d05054201ca906cb6755181bd1c5.mp3,4,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,4,,
Poem of Disconnected Parts,Robert Pinsky,https://media.poetryfoundation.org/uploads/media/default/0001/07/38170ea9f985d05054201ca906cb6755181bd1c5.mp3,2,6,9,9,7,7,6,5,5,8,10,6,5,10,5,6,6,9,10,6,,
Fra Lippo Lippi,Robert Browning,https://media.poetryfoundation.org/uploads/media/default/0001/06/749b050de3b5ea706c594c7bd995d0377eb2c84a.mp3,8,6,1,3,0,7,0,0,0,2,0,7,3,6,4,4,1,7,2,0,,
Fra Lippo Lippi,Robert Browning,https://media.poetryfoundation.org/uploads/media/default/0001/06/749b050de3b5ea706c594c7bd995d0377eb2c84a.mp3,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,,
Fra Lippo Lippi,Robert Browning,https://media.poetryfoundation.org/uploads/media/default/0001/06/749b050de3b5ea706c594c7bd995d0377eb2c84a.mp3,6,3,0,0,0,0,0,0,0,0,0,10,0,3,2,0,0,0,0,0,,
Fra Lippo Lippi,Robert Browning,https://media.poetryfoundation.org/uploads/media/default/0001/06/749b050de3b5ea706c594c7bd995d0377eb2c84a.mp3,8,6,3,6,7,6,8,4,5,0,4,10,6,6,8,5,5,5,8,2,,
Fra Lippo Lippi,Robert Browning,https://media.poetryfoundation.org/uploads/media/default/0001/06/749b050de3b5ea706c594c7bd995d0377eb2c84a.mp3,3,1,3,2,1,1,2,1,3,4,3,3,3,3,1,2,3,4,3,1,,
Makeup on Empty Space,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/b6af8c78998fee9cdfe933f2309d3c392e7e268e.mp3,9,9,3,9,0,2,8,0,0,6,2,8,2,8,2,5,5,1,1,2,,
Makeup on Empty Space,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/b6af8c78998fee9cdfe933f2309d3c392e7e268e.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Makeup on Empty Space,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/b6af8c78998fee9cdfe933f2309d3c392e7e268e.mp3,0,0,0,0,2,0,5,3,3,1,3,0,0,0,0,0,4,0,0,0,,
Makeup on Empty Space,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/b6af8c78998fee9cdfe933f2309d3c392e7e268e.mp3,2,6,2,6,8,8,8,6,4,2,6,6,4,6,6,8,6,4,2,6,,
Makeup on Empty Space,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/b6af8c78998fee9cdfe933f2309d3c392e7e268e.mp3,5,10,4,0,5,5,3,8,5,7,3,10,3,0,3,0,0,4,4,3,,
So This Is Nebraska,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/a18edb489ceb2ad2199ca4c64f6c003c90c08cef.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
So This Is Nebraska,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/a18edb489ceb2ad2199ca4c64f6c003c90c08cef.mp3,6,10,0,0,0,0,0,0,0,0,0,7,3,0,3,3,0,7,0,0,,
So This Is Nebraska,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/a18edb489ceb2ad2199ca4c64f6c003c90c08cef.mp3,1,3,0,3,1,7,0,0,1,0,0,5,4,4,3,3,0,3,0,0,,
So This Is Nebraska,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/a18edb489ceb2ad2199ca4c64f6c003c90c08cef.mp3,5,4,5,4,6,6,7,7,5,4,6,4,5,6,7,7,4,5,3,4,,
So This Is Nebraska,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/a18edb489ceb2ad2199ca4c64f6c003c90c08cef.mp3,9,8,0,0,0,7,0,0,0,0,0,8,8,8,8,7,0,8,0,0,,
Shaved Head,John Hennessy,https://media.poetryfoundation.org/uploads/media/default/0001/06/5e07853e50729f3562779c365d1743fbaf69b6e0.mp3,3,1,3,3,4,4,1,3,3,2,2,3,3,2,3,1,3,4,1,1,,
Shaved Head,John Hennessy,https://media.poetryfoundation.org/uploads/media/default/0001/06/5e07853e50729f3562779c365d1743fbaf69b6e0.mp3,4,2,0,0,0,1,0,6,2,0,0,8,5,5,6,2,4,2,0,0,,
Shaved Head,John Hennessy,https://media.poetryfoundation.org/uploads/media/default/0001/06/5e07853e50729f3562779c365d1743fbaf69b6e0.mp3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,,
Shaved Head,John Hennessy,https://media.poetryfoundation.org/uploads/media/default/0001/06/5e07853e50729f3562779c365d1743fbaf69b6e0.mp3,4,2,1,5,0,1,1,0,0,1,1,8,2,3,1,1,2,1,3,0,,
Shaved Head,John Hennessy,https://media.poetryfoundation.org/uploads/media/default/0001/06/5e07853e50729f3562779c365d1743fbaf69b6e0.mp3,2,4,2,3,2,3,2,2,2,2,3,4,3,1,3,3,3,2,3,2,,
The God of Inattention,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/3330bbf1783cec09bd88c02004070ce90020b80f.mp3,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,,
The God of Inattention,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/3330bbf1783cec09bd88c02004070ce90020b80f.mp3,2,7,2,6,5,5,7,3,4,6,4,5,4,4,3,7,5,4,7,7,,
The God of Inattention,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/3330bbf1783cec09bd88c02004070ce90020b80f.mp3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,
The God of Inattention,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/3330bbf1783cec09bd88c02004070ce90020b80f.mp3,4,9,3,3,5,10,0,2,0,0,0,10,5,7,5,6,0,5,1,0,,
The God of Inattention,Averill Curdy,https://media.poetryfoundation.org/uploads/media/default/0001/06/3330bbf1783cec09bd88c02004070ce90020b80f.mp3,8,4,0,6,0,4,1,0,0,1,0,8,4,8,3,2,1,4,2,0,,
And,Robert Fernandez,https://media.poetryfoundation.org/uploads/media/default/0001/08/990f0676462f47a4776fc66fcd287cd3a3a07dfc.mp3,9,3,1,4,0,8,0,0,0,1,0,8,2,6,7,8,1,9,1,1,,
And,Robert Fernandez,https://media.poetryfoundation.org/uploads/media/default/0001/08/990f0676462f47a4776fc66fcd287cd3a3a07dfc.mp3,2,6,2,6,8,8,8,6,4,2,6,6,4,6,6,8,6,4,2,6,,
And,Robert Fernandez,https://media.poetryfoundation.org/uploads/media/default/0001/08/990f0676462f47a4776fc66fcd287cd3a3a07dfc.mp3,1,7,9,1,9,1,9,9,9,10,9,9,0,2,0,0,10,2,10,9,,
And,Robert Fernandez,https://media.poetryfoundation.org/uploads/media/default/0001/08/990f0676462f47a4776fc66fcd287cd3a3a07dfc.mp3,0,0,0,5,0,0,0,2,4,0,2,6,0,0,0,0,1,0,0,0,,
And,Robert Fernandez,https://media.poetryfoundation.org/uploads/media/default/0001/08/990f0676462f47a4776fc66fcd287cd3a3a07dfc.mp3,0,0,0,5,0,6,6,4,7,0,0,3,0,0,0,0,3,0,7,0,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,0,0,0,0,7,0,1,2,6,0,0,0,0,0,0,0,1,0,0,0,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,4,8,0,2,0,5,0,0,0,0,0,7,7,6,8,8,0,5,0,0,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,5,6,5,2,4,4,5,7,7,6,3,7,7,3,7,5,7,4,4,6,,
En Eski Aşk Şiiri,Jessica Jopp,https://media.poetryfoundation.org/uploads/media/default/0001/07/625fe5fb4e5933dbbd8095f576fba86e1046b0d4.mp3,7,7,0,0,0,0,0,0,0,0,0,6,5,0,5,6,0,0,0,0,,
A Room in the Past,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f94e94e677537c0efaa4d5d6e0e20b5a3b054c2.mp3,0,0,0,0,0,0,0,1,4,0,2,7,0,0,2,0,0,0,2,0,,
A Room in the Past,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f94e94e677537c0efaa4d5d6e0e20b5a3b054c2.mp3,4,5,4,4,5,5,7,6,6,4,5,7,6,5,6,7,7,3,4,5,,
A Room in the Past,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f94e94e677537c0efaa4d5d6e0e20b5a3b054c2.mp3,3,1,0,6,0,3,6,0,0,0,0,3,0,0,0,2,0,0,0,0,,
A Room in the Past,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f94e94e677537c0efaa4d5d6e0e20b5a3b054c2.mp3,9,8,0,6,0,8,0,0,0,0,0,8,7,9,9,9,1,8,0,0,,
A Room in the Past,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/4f94e94e677537c0efaa4d5d6e0e20b5a3b054c2.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Little Soul,Hadrian W. S. Merwin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab18cf67c495469c76a958098b83459706062e4a.mp3,9,6,0,7,0,8,0,0,0,0,0,8,8,8,8,7,0,8,7,0,,
Little Soul,Hadrian W. S. Merwin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab18cf67c495469c76a958098b83459706062e4a.mp3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,6,0,,
Little Soul,Hadrian W. S. Merwin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab18cf67c495469c76a958098b83459706062e4a.mp3,10,7,4,7,1,3,1,1,2,2,2,9,7,9,9,9,1,9,3,2,,
Little Soul,Hadrian W. S. Merwin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab18cf67c495469c76a958098b83459706062e4a.mp3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,,
Little Soul,Hadrian W. S. Merwin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/ab18cf67c495469c76a958098b83459706062e4a.mp3,1,4,1,3,3,3,3,2,1,2,1,3,1,1,2,3,3,3,4,4,,
Walking on Tiptoe,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/e76c36b557456e73dd2bed5b60f3683c28ed217c.mp3,7,3,7,6,7,7,4,4,4,5,5,4,4,5,4,4,4,6,5,3,,
Walking on Tiptoe,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/e76c36b557456e73dd2bed5b60f3683c28ed217c.mp3,6,8,0,7,0,5,0,0,0,1,0,7,8,8,8,7,3,4,0,0,,
Walking on Tiptoe,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/e76c36b557456e73dd2bed5b60f3683c28ed217c.mp3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Walking on Tiptoe,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/e76c36b557456e73dd2bed5b60f3683c28ed217c.mp3,7,0,0,6,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,,
Walking on Tiptoe,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/e76c36b557456e73dd2bed5b60f3683c28ed217c.mp3,5,3,0,0,0,4,0,0,0,0,0,9,5,0,7,2,0,6,0,0,,
Year’s End,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/674c725390f527844f596db953d4ba092342b365.mp3,4,5,4,4,5,5,7,6,6,4,5,8,6,5,6,7,7,3,4,5,,
Year’s End,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/674c725390f527844f596db953d4ba092342b365.mp3,7,8,0,1,0,6,0,0,0,0,0,8,8,8,8,9,0,9,0,0,,
Year’s End,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/674c725390f527844f596db953d4ba092342b365.mp3,4,10,0,0,0,0,0,0,0,0,0,10,6,0,5,0,0,0,0,0,,
Year’s End,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/674c725390f527844f596db953d4ba092342b365.mp3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,
Year’s End,Richard Wilbur,https://media.poetryfoundation.org/uploads/media/default/0001/05/674c725390f527844f596db953d4ba092342b365.mp3,6,5,0,4,0,0,0,0,0,0,0,6,5,0,3,5,0,0,0,0,,
Schwinn,Matthew Zapruder,https://media.poetryfoundation.org/uploads/media/default/0001/08/b3f696e4885771434171ad7e8c1ed6640e539236.mp3,3,4,5,8,0,7,7,6,8,0,3,10,1,0,1,2,4,5,2,10,,
Schwinn,Matthew Zapruder,https://media.poetryfoundation.org/uploads/media/default/0001/08/b3f696e4885771434171ad7e8c1ed6640e539236.mp3,8,7,0,7,0,2,0,0,0,2,0,9,3,4,2,4,1,1,2,0,,
Schwinn,Matthew Zapruder,https://media.poetryfoundation.org/uploads/media/default/0001/08/b3f696e4885771434171ad7e8c1ed6640e539236.mp3,2,8,7,6,8,7,9,8,7,5,8,8,3,2,3,2,7,1,8,7,,
Schwinn,Matthew Zapruder,https://media.poetryfoundation.org/uploads/media/default/0001/08/b3f696e4885771434171ad7e8c1ed6640e539236.mp3,7,0,0,7,0,0,0,0,0,0,0,8,0,0,2,6,0,2,0,0,,
Schwinn,Matthew Zapruder,https://media.poetryfoundation.org/uploads/media/default/0001/08/b3f696e4885771434171ad7e8c1ed6640e539236.mp3,1,3,1,3,4,4,4,3,2,1,3,3,2,3,3,4,3,2,1,3,,
Divine Rights,Stephen Edgar,https://media.poetryfoundation.org/uploads/media/default/0001/06/a604808e690c827c549454939e8333d3ea3f6b5f.mp3,0,0,4,0,8,0,9,3,5,4,4,0,0,0,0,0,0,0,8,0,,
Divine Rights,Stephen Edgar,https://media.poetryfoundation.org/uploads/media/default/0001/06/a604808e690c827c549454939e8333d3ea3f6b5f.mp3,2,2,3,5,0,0,6,1,0,7,2,7,1,3,0,0,6,0,6,3,,
Divine Rights,Stephen Edgar,https://media.poetryfoundation.org/uploads/media/default/0001/06/a604808e690c827c549454939e8333d3ea3f6b5f.mp3,9,9,2,8,7,9,3,2,6,5,3,8,8,10,9,10,2,8,5,2,,
Divine Rights,Stephen Edgar,https://media.poetryfoundation.org/uploads/media/default/0001/06/a604808e690c827c549454939e8333d3ea3f6b5f.mp3,8,1,0,3,0,0,0,0,0,0,0,7,3,0,3,5,0,7,0,0,,
Divine Rights,Stephen Edgar,https://media.poetryfoundation.org/uploads/media/default/0001/06/a604808e690c827c549454939e8333d3ea3f6b5f.mp3,8,2,8,2,4,4,6,8,6,6,6,2,6,6,8,6,2,6,4,2,,
The Road Not Taken,Robert Frost,https://media.poetryfoundation.org/uploads/media/default/0001/08/22208df9f0df9b4e6d3e267b60d17d43f20252f3.mp3,7,0,0,7,0,0,2,0,1,2,0,10,0,2,2,8,4,3,1,1,,
The Road Not Taken,Robert Frost,https://media.poetryfoundation.org/uploads/media/default/0001/08/22208df9f0df9b4e6d3e267b60d17d43f20252f3.mp3,8,7,0,5,0,4,0,0,0,0,0,9,7,6,7,5,2,3,0,0,,
The Road Not Taken,Robert Frost,https://media.poetryfoundation.org/uploads/media/default/0001/08/22208df9f0df9b4e6d3e267b60d17d43f20252f3.mp3,9,6,2,7,2,8,2,2,1,3,2,8,9,8,6,7,2,7,4,3,,
The Road Not Taken,Robert Frost,https://media.poetryfoundation.org/uploads/media/default/0001/08/22208df9f0df9b4e6d3e267b60d17d43f20252f3.mp3,6,6,0,2,0,6,0,0,0,0,0,8,7,0,3,5,0,3,0,0,,
The Road Not Taken,Robert Frost,https://media.poetryfoundation.org/uploads/media/default/0001/08/22208df9f0df9b4e6d3e267b60d17d43f20252f3.mp3,3,5,3,4,7,7,6,7,5,4,4,4,6,4,7,7,6,5,2,7,,
Bedtime Story,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/00785560bd77289abef01fc7b37054b6dd536173.mp3,2,6,0,1,0,2,1,0,0,0,0,5,5,1,2,3,0,0,0,0,,
Bedtime Story,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/00785560bd77289abef01fc7b37054b6dd536173.mp3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,
Bedtime Story,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/00785560bd77289abef01fc7b37054b6dd536173.mp3,5,4,0,8,0,7,0,0,0,0,0,8,5,0,4,3,0,7,0,0,,
Bedtime Story,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/00785560bd77289abef01fc7b37054b6dd536173.mp3,2,2,0,1,0,2,0,0,1,2,0,5,4,3,3,2,0,2,1,0,,
Bedtime Story,Charles Wright,https://media.poetryfoundation.org/uploads/media/default/0001/06/00785560bd77289abef01fc7b37054b6dd536173.mp3,2,6,2,6,8,8,8,6,4,2,6,6,4,6,6,8,6,4,2,6,,
Salvation,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/b08c0b58c9beddd04d8f3fd6c2edfdd479095504.mp3,6,0,0,3,0,0,0,0,0,0,0,6,0,3,3,3,0,0,2,0,,
Salvation,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/b08c0b58c9beddd04d8f3fd6c2edfdd479095504.mp3,6,5,2,5,0,7,2,0,0,0,0,9,2,5,5,7,1,8,2,0,,
Salvation,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/b08c0b58c9beddd04d8f3fd6c2edfdd479095504.mp3,0,2,0,0,0,4,0,0,0,0,0,5,3,0,1,1,4,0,0,0,,
Salvation,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/b08c0b58c9beddd04d8f3fd6c2edfdd479095504.mp3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,
Salvation,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/b08c0b58c9beddd04d8f3fd6c2edfdd479095504.mp3,2,5,4,4,5,5,7,6,6,4,5,8,6,5,6,7,7,3,4,5,,
Mac Flecknoe,John Dryden,https://media.poetryfoundation.org/uploads/media/default/0001/07/63745de952dc060335b7ad762465fe1033dd5b31.mp3,8,7,0,6,0,7,0,0,0,0,0,7,6,8,7,8,0,0,0,0,,
Mac Flecknoe,John Dryden,https://media.poetryfoundation.org/uploads/media/default/0001/07/63745de952dc060335b7ad762465fe1033dd5b31.mp3,7,6,6,3,8,3,0,0,7,0,5,10,6,0,5,8,0,9,1,0,,
Mac Flecknoe,John Dryden,https://media.poetryfoundation.org/uploads/media/default/0001/07/63745de952dc060335b7ad762465fe1033dd5b31.mp3,8,3,3,9,2,1,2,2,1,2,2,8,4,6,7,6,1,6,1,3,,
Mac Flecknoe,John Dryden,https://media.poetryfoundation.org/uploads/media/default/0001/07/63745de952dc060335b7ad762465fe1033dd5b31.mp3,7,3,1,3,0,1,2,1,4,1,2,9,4,6,4,7,2,3,1,3,,
Mac Flecknoe,John Dryden,https://media.poetryfoundation.org/uploads/media/default/0001/07/63745de952dc060335b7ad762465fe1033dd5b31.mp3,2,0,0,5,0,0,3,0,0,6,3,8,0,0,0,0,0,0,3,2,,
Spring and Fall,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/3bb0e07ba33657d1cd427181c78c814e92dbad3f.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Spring and Fall,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/3bb0e07ba33657d1cd427181c78c814e92dbad3f.mp3,5,5,0,7,6,7,3,0,0,0,0,10,6,5,4,0,0,0,0,0,,
Spring and Fall,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/3bb0e07ba33657d1cd427181c78c814e92dbad3f.mp3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,4,0,,
Spring and Fall,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/3bb0e07ba33657d1cd427181c78c814e92dbad3f.mp3,2,6,2,6,8,8,8,6,4,2,6,6,4,6,6,8,6,4,2,6,,
Spring and Fall,Gerard Manley Hopkins,https://media.poetryfoundation.org/uploads/media/default/0001/07/3bb0e07ba33657d1cd427181c78c814e92dbad3f.mp3,4,6,0,3,0,5,0,0,0,0,0,5,5,6,7,3,0,7,1,0,,
Canada Anemone,Fleda Brown,https://media.poetryfoundation.org/uploads/media/default/0001/05/f67857c4b65f162a4947af861ad3379ac1ea69b8.mp3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,
Canada Anemone,Fleda Brown,https://media.poetryfoundation.org/uploads/media/default/0001/05/f67857c4b65f162a4947af861ad3379ac1ea69b8.mp3,6,4,0,0,0,2,0,0,0,0,0,10,6,0,5,2,0,7,0,0,,
Canada Anemone,Fleda Brown,https://media.poetryfoundation.org/uploads/media/default/0001/05/f67857c4b65f162a4947af861ad3379ac1ea69b8.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
Canada Anemone,Fleda Brown,https://media.poetryfoundation.org/uploads/media/default/0001/05/f67857c4b65f162a4947af861ad3379ac1ea69b8.mp3,1,1,1,4,1,5,4,0,1,2,1,6,1,1,1,1,1,1,4,5,,
Canada Anemone,Fleda Brown,https://media.poetryfoundation.org/uploads/media/default/0001/05/f67857c4b65f162a4947af861ad3379ac1ea69b8.mp3,8,8,0,2,0,6,0,0,0,0,0,7,8,7,8,7,0,8,0,0,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,4,3,0,5,0,4,0,0,0,1,0,4,4,6,4,2,1,2,0,0,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,6,1,4,7,1,1,2,1,2,2,2,7,1,3,1,2,3,3,5,2,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,1,3,1,3,4,4,4,3,2,1,3,3,2,3,3,4,3,2,1,3,,
The Metaphysical Amorist,J. V. Cunningham,https://media.poetryfoundation.org/uploads/media/default/0001/06/48848acc715aad72c438b6655082459e655925fb.mp3,6,3,0,7,6,2,2,0,0,0,0,5,4,2,6,5,0,6,3,0,,
Death,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/1fb3e6dc083e75e0df645e37dc7001681593e2b5.mp3,7,2,0,6,0,4,0,0,5,0,0,8,1,2,1,1,1,4,8,0,,
Death,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/1fb3e6dc083e75e0df645e37dc7001681593e2b5.mp3,5,0,5,6,0,3,8,0,0,8,0,10,0,7,0,5,3,0,6,0,,
Death,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/1fb3e6dc083e75e0df645e37dc7001681593e2b5.mp3,3,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,,
Death,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/1fb3e6dc083e75e0df645e37dc7001681593e2b5.mp3,0,7,0,0,0,0,6,6,5,0,0,7,0,0,0,0,8,0,0,0,,
Death,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/06/1fb3e6dc083e75e0df645e37dc7001681593e2b5.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
Sonnet 106: When in the chronicle of wasted time,William Shakespeare,https://media.poetryfoundation.org/uploads/media/default/0001/07/17f96db42c48b799081de835a815ea5dd06cdc2b.mp3,0,7,0,0,0,2,0,0,0,0,0,10,7,8,6,2,0,0,0,0,,
Sonnet 106: When in the chronicle of wasted time,William Shakespeare,https://media.poetryfoundation.org/uploads/media/default/0001/07/17f96db42c48b799081de835a815ea5dd06cdc2b.mp3,9,0,0,6,0,0,0,0,0,0,0,10,0,5,0,8,0,2,0,0,,
Sonnet 106: When in the chronicle of wasted time,William Shakespeare,https://media.poetryfoundation.org/uploads/media/default/0001/07/17f96db42c48b799081de835a815ea5dd06cdc2b.mp3,2,3,2,4,3,3,1,3,1,1,4,2,1,4,3,1,2,3,3,3,,
Sonnet 106: When in the chronicle of wasted time,William Shakespeare,https://media.poetryfoundation.org/uploads/media/default/0001/07/17f96db42c48b799081de835a815ea5dd06cdc2b.mp3,7,8,0,1,0,8,0,0,0,0,0,8,8,8,6,5,0,8,0,0,,
Sonnet 106: When in the chronicle of wasted time,William Shakespeare,https://media.poetryfoundation.org/uploads/media/default/0001/07/17f96db42c48b799081de835a815ea5dd06cdc2b.mp3,3,0,0,4,0,0,0,0,0,0,0,9,3,4,4,3,0,0,0,0,,
Song,Alicia Ostriker,https://media.poetryfoundation.org/uploads/media/default/0001/07/83b0221c4cdaab8319728d0f9e6de679a3e2b97a.mp3,9,8,0,0,0,7,0,0,0,0,0,9,9,8,8,8,0,7,0,0,,
